State,data_monthid,category,Million_Vehicle_Miles,area,monthid
south dakota,200808,Urban_Arterial_200707,167,urban,200707
wisconsin,200808,Urban_Arterial_200707,2006,urban,200707
alabama,200808,Urban_Arterial_200707,1784,urban,200707
arkansas,200808,Urban_Arterial_200707,937,urban,200707
kentucky,200808,Urban_Arterial_200707,1410,urban,200707
louisiana,200808,Urban_Arterial_200707,1853,urban,200707
mississippi,200808,Urban_Arterial_200707,957,urban,200707
oklahoma,200808,Urban_Arterial_200707,1700,urban,200707
tennessee,200808,Urban_Arterial_200707,2862,urban,200707
texas,200808,Urban_Arterial_200707,10576,urban,200707
alaska,200808,Urban_Arterial_200707,177,urban,200707
arizona,200808,Urban_Arterial_200707,2627,urban,200707
california,200808,Urban_Arterial_200707,20330,urban,200707
colorado,200808,Urban_Arterial_200707,2086,urban,200707
hawaii,200808,Urban_Arterial_200707,403,urban,200707
idaho,200808,Urban_Arterial_200707,410,urban,200707
montana,200808,Urban_Arterial_200707,196,urban,200707
nevada,200808,Urban_Arterial_200707,987,urban,200707
new mexico,200808,Urban_Arterial_200707,732,urban,200707
oregon,200808,Urban_Arterial_200707,1304,urban,200707
utah,200808,Urban_Arterial_200707,1088,urban,200707
washington,200808,Urban_Arterial_200707,3007,urban,200707
wyoming,200808,Urban_Arterial_200707,151,urban,200707
connecticut,200808,All_Arterial_200707,2847,all,200707
maine,200808,All_Arterial_200707,1376,all,200707
massachusetts,200808,All_Arterial_200707,5044,all,200707
new hampshire,200808,All_Arterial_200707,1247,all,200707
new jersey,200808,All_Arterial_200707,6113,all,200707
new york,200808,All_Arterial_200707,12293,all,200707
pennsylvania,200808,All_Arterial_200707,9606,all,200707
rhode island,200808,All_Arterial_200707,767,all,200707
vermont,200808,All_Arterial_200707,736,all,200707
delaware,200808,All_Arterial_200707,902,all,200707
district of columbia,200808,All_Arterial_200707,341,all,200707
florida,200808,All_Arterial_200707,16970,all,200707
georgia,200808,All_Arterial_200707,9513,all,200707
maryland,200808,All_Arterial_200707,4944,all,200707
north carolina,200808,All_Arterial_200707,8920,all,200707
south carolina,200808,All_Arterial_200707,4477,all,200707
virginia,200808,All_Arterial_200707,7221,all,200707
west virginia,200808,All_Arterial_200707,1773,all,200707
illinois,200808,All_Arterial_200707,8884,all,200707
indiana,200808,All_Arterial_200707,6347,all,200707
iowa,200808,All_Arterial_200707,2792,all,200707
kansas,200808,All_Arterial_200707,2638,all,200707
michigan,200808,All_Arterial_200707,9060,all,200707
minnesota,200808,All_Arterial_200707,4957,all,200707
missouri,200808,All_Arterial_200707,6326,all,200707
nebraska,200808,All_Arterial_200707,1793,all,200707
north dakota,200808,All_Arterial_200707,812,all,200707
ohio,200808,All_Arterial_200707,9777,all,200707
south dakota,200808,All_Arterial_200707,907,all,200707
wisconsin,200808,All_Arterial_200707,5466,all,200707
alabama,200808,All_Arterial_200707,5242,all,200707
arkansas,200808,All_Arterial_200707,2947,all,200707
kentucky,200808,All_Arterial_200707,4218,all,200707
louisiana,200808,All_Arterial_200707,3992,all,200707
mississippi,200808,All_Arterial_200707,3645,all,200707
oklahoma,200808,All_Arterial_200707,4388,all,200707
tennessee,200808,All_Arterial_200707,6474,all,200707
texas,200808,All_Arterial_200707,20176,all,200707
alaska,200808,All_Arterial_200707,493,all,200707
arizona,200808,All_Arterial_200707,4931,all,200707
california,200808,All_Arterial_200707,29214,all,200707
colorado,200808,All_Arterial_200707,3960,all,200707
hawaii,200808,All_Arterial_200707,842,all,200707
idaho,200808,All_Arterial_200707,1470,all,200707
montana,200808,All_Arterial_200707,1215,all,200707
nevada,200808,All_Arterial_200707,1870,all,200707
new mexico,200808,All_Arterial_200707,2139,all,200707
oregon,200808,All_Arterial_200707,3397,all,200707
utah,200808,All_Arterial_200707,2332,all,200707
washington,200808,All_Arterial_200707,5380,all,200707
wyoming,200808,All_Arterial_200707,967,all,200707
connecticut,201010,Rural_Arterial_200909,175,rural,200909
maine,201010,Rural_Arterial_200909,510,rural,200909
massachusetts,201010,Rural_Arterial_200909,220,rural,200909
new hampshire,201010,Rural_Arterial_200909,320,rural,200909
new jersey,201010,Rural_Arterial_200909,423,rural,200909
new york,201010,Rural_Arterial_200909,1300,rural,200909
pennsylvania,201010,Rural_Arterial_200909,2063,rural,200909
rhode island,201010,Rural_Arterial_200909,90,rural,200909
vermont,201010,Rural_Arterial_200909,245,rural,200909
delaware,201010,Rural_Arterial_200909,149,rural,200909
district of columbia,201010,Rural_Arterial_200909,0,rural,200909
florida,201010,Rural_Arterial_200909,1894,rural,200909
georgia,201010,Rural_Arterial_200909,1637,rural,200909
maryland,201010,Rural_Arterial_200909,798,rural,200909
north carolina,201010,Rural_Arterial_200909,1556,rural,200909
south carolina,201010,Rural_Arterial_200909,1316,rural,200909
virginia,201010,Rural_Arterial_200909,1689,rural,200909
west virginia,201010,Rural_Arterial_200909,691,rural,200909
illinois,201010,Rural_Arterial_200909,1446,rural,200909
indiana,201010,Rural_Arterial_200909,1240,rural,200909
iowa,201010,Rural_Arterial_200909,1144,rural,200909
kansas,201010,Rural_Arterial_200909,892,rural,200909
michigan,201010,Rural_Arterial_200909,1656,rural,200909
minnesota,201010,Rural_Arterial_200909,1436,rural,200909
missouri,201010,Rural_Arterial_200909,1771,rural,200909
nebraska,201010,Rural_Arterial_200909,733,rural,200909
north dakota,201010,Rural_Arterial_200909,334,rural,200909
ohio,201010,Rural_Arterial_200909,1711,rural,200909
south dakota,201010,Rural_Arterial_200909,424,rural,200909
wisconsin,201010,Rural_Arterial_200909,1637,rural,200909
alabama,201010,Rural_Arterial_200909,1278,rural,200909
arkansas,201010,Rural_Arterial_200909,983,rural,200909
kentucky,201010,Rural_Arterial_200909,1356,rural,200909
louisiana,201010,Rural_Arterial_200909,740,rural,200909
mississippi,201010,Rural_Arterial_200909,1086,rural,200909
oklahoma,201010,Rural_Arterial_200909,1126,rural,200909
tennessee,201010,Rural_Arterial_200909,1632,rural,200909
texas,201010,Rural_Arterial_200909,3888,rural,200909
alaska,201010,Rural_Arterial_200909,120,rural,200909
arizona,201010,Rural_Arterial_200909,934,rural,200909
california,201010,Rural_Arterial_200909,3378,rural,200909
colorado,201010,Rural_Arterial_200909,966,rural,200909
hawaii,201010,Rural_Arterial_200909,119,rural,200909
idaho,201010,Rural_Arterial_200909,503,rural,200909
montana,201010,Rural_Arterial_200909,548,rural,200909
nevada,201010,Rural_Arterial_200909,326,rural,200909
new mexico,201010,Rural_Arterial_200909,802,rural,200909
oregon,201010,Rural_Arterial_200909,983,rural,200909
utah,201010,Rural_Arterial_200909,516,rural,200909
washington,201010,Rural_Arterial_200909,984,rural,200909
wyoming,201010,Rural_Arterial_200909,452,rural,200909
connecticut,201010,Urban_Arterial_200909,1893,urban,200909
maine,201010,Urban_Arterial_200909,213,urban,200909
massachusetts,201010,Urban_Arterial_200909,3249,urban,200909
new hampshire,201010,Urban_Arterial_200909,460,urban,200909
new jersey,201010,Urban_Arterial_200909,4591,urban,200909
new york,201010,Urban_Arterial_200909,6611,urban,200909
pennsylvania,201010,Urban_Arterial_200909,4498,urban,200909
rhode island,201010,Urban_Arterial_200909,786,urban,200909
vermont,201010,Urban_Arterial_200909,105,urban,200909
delaware,201010,Urban_Arterial_200909,382,urban,200909
district of columbia,201010,Urban_Arterial_200909,204,urban,200909
florida,201010,Urban_Arterial_200909,8556,urban,200909
georgia,201010,Urban_Arterial_200909,3926,urban,200909
maryland,201010,Urban_Arterial_200909,2619,urban,200909
north carolina,201010,Urban_Arterial_200909,3453,urban,200909
south carolina,201010,Urban_Arterial_200909,1609,urban,200909
virginia,201010,Urban_Arterial_200909,3515,urban,200909
west virginia,201010,Urban_Arterial_200909,635,urban,200909
illinois,201010,Urban_Arterial_200909,5008,urban,200909
indiana,201010,Urban_Arterial_200909,2347,urban,200909
iowa,201010,Urban_Arterial_200909,798,urban,200909
kansas,201010,Urban_Arterial_200909,965,urban,200909
michigan,201010,Urban_Arterial_200909,4526,urban,200909
minnesota,201010,Urban_Arterial_200909,2098,urban,200909
missouri,201010,Urban_Arterial_200909,2591,urban,200909
nebraska,201010,Urban_Arterial_200909,555,urban,200909
north dakota,201010,Urban_Arterial_200909,134,urban,200909
ohio,201010,Urban_Arterial_200909,4411,urban,200909
south dakota,201010,Urban_Arterial_200909,176,urban,200909
wisconsin,201010,Urban_Arterial_200909,1991,urban,200909
alabama,201010,Urban_Arterial_200909,1717,urban,200909
arkansas,201010,Urban_Arterial_200909,850,urban,200909
kentucky,201010,Urban_Arterial_200909,1329,urban,200909
louisiana,201010,Urban_Arterial_200909,1703,urban,200909
mississippi,201010,Urban_Arterial_200909,937,urban,200909
oklahoma,201010,Urban_Arterial_200909,1588,urban,200909
tennessee,201010,Urban_Arterial_200909,2578,urban,200909
texas,201010,Urban_Arterial_200909,11545,urban,200909
alaska,201010,Urban_Arterial_200909,158,urban,200909
arizona,201010,Urban_Arterial_200909,2417,urban,200909
california,201010,Urban_Arterial_200909,16863,urban,200909
colorado,201010,Urban_Arterial_200909,2230,urban,200909
hawaii,201010,Urban_Arterial_200909,532,urban,200909
idaho,201010,Urban_Arterial_200909,398,urban,200909
montana,201010,Urban_Arterial_200909,167,urban,200909
nevada,201010,Urban_Arterial_200909,969,urban,200909
new mexico,201010,Urban_Arterial_200909,701,urban,200909
oregon,201010,Urban_Arterial_200909,1200,urban,200909
utah,201010,Urban_Arterial_200909,1058,urban,200909
washington,201010,Urban_Arterial_200909,2859,urban,200909
wyoming,201010,Urban_Arterial_200909,139,urban,200909
connecticut,201010,All_Arterial_200909,2662,all,200909
maine,201010,All_Arterial_200909,1220,all,200909
massachusetts,201010,All_Arterial_200909,4414,all,200909
new hampshire,201010,All_Arterial_200909,1104,all,200909
new jersey,201010,All_Arterial_200909,6545,all,200909
new york,201010,All_Arterial_200909,11455,all,200909
pennsylvania,201010,All_Arterial_200909,9053,all,200909
rhode island,201010,All_Arterial_200909,1055,all,200909
vermont,201010,All_Arterial_200909,615,all,200909
delaware,201010,All_Arterial_200909,804,all,200909
district of columbia,201010,All_Arterial_200909,291,all,200909
florida,201010,All_Arterial_200909,15675,all,200909
georgia,201010,All_Arterial_200909,8288,all,200909
maryland,201010,All_Arterial_200909,4380,all,200909
north carolina,201010,All_Arterial_200909,8444,all,200909
south carolina,201010,All_Arterial_200909,4034,all,200909
virginia,201010,All_Arterial_200909,6869,all,200909
west virginia,201010,All_Arterial_200909,1868,all,200909
illinois,201010,All_Arterial_200909,8823,all,200909
indiana,201010,All_Arterial_200909,5824,all,200909
iowa,201010,All_Arterial_200909,2737,all,200909
kansas,201010,All_Arterial_200909,2488,all,200909
michigan,201010,All_Arterial_200909,8286,all,200909
minnesota,201010,All_Arterial_200909,4921,all,200909
missouri,201010,All_Arterial_200909,6367,all,200909
nebraska,201010,All_Arterial_200909,1685,all,200909
north dakota,201010,All_Arterial_200909,679,all,200909
ohio,201010,All_Arterial_200909,9020,all,200909
south dakota,201010,All_Arterial_200909,796,all,200909
wisconsin,201010,All_Arterial_200909,4938,all,200909
alabama,201010,All_Arterial_200909,4725,all,200909
arkansas,201010,All_Arterial_200909,2604,all,200909
kentucky,201010,All_Arterial_200909,3908,all,200909
louisiana,201010,All_Arterial_200909,3464,all,200909
mississippi,201010,All_Arterial_200909,3495,all,200909
oklahoma,201010,All_Arterial_200909,4089,all,200909
tennessee,201010,All_Arterial_200909,5689,all,200909
texas,201010,All_Arterial_200909,19545,all,200909
alaska,201010,All_Arterial_200909,421,all,200909
arizona,201010,All_Arterial_200909,4475,all,200909
california,201010,All_Arterial_200909,23963,all,200909
colorado,201010,All_Arterial_200909,4057,all,200909
hawaii,201010,All_Arterial_200909,1050,all,200909
idaho,201010,All_Arterial_200909,1355,all,200909
montana,201010,All_Arterial_200909,1016,all,200909
nevada,201010,All_Arterial_200909,1671,all,200909
new mexico,201010,All_Arterial_200909,2112,all,200909
oregon,201010,All_Arterial_200909,2959,all,200909
utah,201010,All_Arterial_200909,2197,all,200909
washington,201010,All_Arterial_200909,5124,all,200909
wyoming,201010,All_Arterial_200909,861,all,200909
connecticut,200603,Rural_Arterial_200502,137,rural,200502
maine,200603,Rural_Arterial_200502,440,rural,200502
massachusetts,200603,Rural_Arterial_200502,186,rural,200502
new hampshire,200603,Rural_Arterial_200502,362,rural,200502
new jersey,200603,Rural_Arterial_200502,306,rural,200502
new york,200603,Rural_Arterial_200502,1281,rural,200502
pennsylvania,200603,Rural_Arterial_200502,1683,rural,200502
rhode island,200603,Rural_Arterial_200502,47,rural,200502
vermont,200603,Rural_Arterial_200502,228,rural,200502
delaware,200603,Rural_Arterial_200502,103,rural,200502
district of columbia,200603,Rural_Arterial_200502,0,rural,200502
florida,200603,Rural_Arterial_200502,1644,rural,200502
georgia,200603,Rural_Arterial_200502,1943,rural,200502
maryland,200603,Rural_Arterial_200502,601,rural,200502
north carolina,200603,Rural_Arterial_200502,1884,rural,200502
south carolina,200603,Rural_Arterial_200502,1569,rural,200502
virginia,200603,Rural_Arterial_200502,1539,rural,200502
west virginia,200603,Rural_Arterial_200502,581,rural,200502
illinois,200603,Rural_Arterial_200502,1442,rural,200502
indiana,200603,Rural_Arterial_200502,1374,rural,200502
iowa,200603,Rural_Arterial_200502,917,rural,200502
kansas,200603,Rural_Arterial_200502,751,rural,200502
michigan,200603,Rural_Arterial_200502,1325,rural,200502
minnesota,200603,Rural_Arterial_200502,1243,rural,200502
missouri,200603,Rural_Arterial_200502,1438,rural,200502
nebraska,200603,Rural_Arterial_200502,573,rural,200502
north dakota,200603,Rural_Arterial_200502,247,rural,200502
ohio,200603,Rural_Arterial_200502,1444,rural,200502
south dakota,200603,Rural_Arterial_200502,310,rural,200502
wisconsin,200603,Rural_Arterial_200502,1242,rural,200502
alabama,200603,Rural_Arterial_200502,1260,rural,200502
arkansas,200603,Rural_Arterial_200502,880,rural,200502
kentucky,200603,Rural_Arterial_200502,1133,rural,200502
louisiana,200603,Rural_Arterial_200502,848,rural,200502
mississippi,200603,Rural_Arterial_200502,990,rural,200502
oklahoma,200603,Rural_Arterial_200502,909,rural,200502
tennessee,200603,Rural_Arterial_200502,1451,rural,200502
texas,200603,Rural_Arterial_200502,3989,rural,200502
alaska,200603,Rural_Arterial_200502,78,rural,200502
arizona,200603,Rural_Arterial_200502,979,rural,200502
california,200603,Rural_Arterial_200502,3443,rural,200502
colorado,200603,Rural_Arterial_200502,819,rural,200502
hawaii,200603,Rural_Arterial_200502,130,rural,200502
idaho,200603,Rural_Arterial_200502,352,rural,200502
montana,200603,Rural_Arterial_200502,409,rural,200502
nevada,200603,Rural_Arterial_200502,286,rural,200502
new mexico,200603,Rural_Arterial_200502,675,rural,200502
oregon,200603,Rural_Arterial_200502,776,rural,200502
utah,200603,Rural_Arterial_200502,362,rural,200502
washington,200603,Rural_Arterial_200502,704,rural,200502
wyoming,200603,Rural_Arterial_200502,293,rural,200502
connecticut,200603,Urban_Arterial_200502,1610,urban,200502
maine,200603,Urban_Arterial_200502,209,urban,200502
massachusetts,200603,Urban_Arterial_200502,3024,urban,200502
new hampshire,200603,Urban_Arterial_200502,321,urban,200502
new jersey,200603,Urban_Arterial_200502,3493,urban,200502
new york,200603,Urban_Arterial_200502,5519,urban,200502
pennsylvania,200603,Urban_Arterial_200502,3827,urban,200502
rhode island,200603,Urban_Arterial_200502,446,urban,200502
vermont,200603,Urban_Arterial_200502,94,urban,200502
delaware,200603,Urban_Arterial_200502,327,urban,200502
district of columbia,200603,Urban_Arterial_200502,199,urban,200502
florida,200603,Urban_Arterial_200502,8632,urban,200502
georgia,200603,Urban_Arterial_200502,4155,urban,200502
maryland,200603,Urban_Arterial_200502,2506,urban,200502
north carolina,200603,Urban_Arterial_200502,2514,urban,200502
south carolina,200603,Urban_Arterial_200502,1113,urban,200502
virginia,200603,Urban_Arterial_200502,2858,urban,200502
west virginia,200603,Urban_Arterial_200502,248,urban,200502
illinois,200603,Urban_Arterial_200502,4448,urban,200502
indiana,200603,Urban_Arterial_200502,2022,urban,200502
iowa,200603,Urban_Arterial_200502,705,urban,200502
kansas,200603,Urban_Arterial_200502,846,urban,200502
michigan,200603,Urban_Arterial_200502,4235,urban,200502
minnesota,200603,Urban_Arterial_200502,1707,urban,200502
missouri,200603,Urban_Arterial_200502,1972,urban,200502
nebraska,200603,Urban_Arterial_200502,455,urban,200502
north dakota,200603,Urban_Arterial_200502,101,urban,200502
ohio,200603,Urban_Arterial_200502,4160,urban,200502
south dakota,200603,Urban_Arterial_200502,142,urban,200502
wisconsin,200603,Urban_Arterial_200502,1853,urban,200502
alabama,200603,Urban_Arterial_200502,1510,urban,200502
arkansas,200603,Urban_Arterial_200502,706,urban,200502
kentucky,200603,Urban_Arterial_200502,1153,urban,200502
louisiana,200603,Urban_Arterial_200502,1426,urban,200502
mississippi,200603,Urban_Arterial_200502,824,urban,200502
oklahoma,200603,Urban_Arterial_200502,1430,urban,200502
tennessee,200603,Urban_Arterial_200502,2552,urban,200502
texas,200603,Urban_Arterial_200502,9910,urban,200502
alaska,200603,Urban_Arterial_200502,127,urban,200502
arizona,200603,Urban_Arterial_200502,2660,urban,200502
california,200603,Urban_Arterial_200502,16356,urban,200502
colorado,200603,Urban_Arterial_200502,2074,urban,200502
hawaii,200603,Urban_Arterial_200502,310,urban,200502
idaho,200603,Urban_Arterial_200502,335,urban,200502
montana,200603,Urban_Arterial_200502,146,urban,200502
nevada,200603,Urban_Arterial_200502,724,urban,200502
new mexico,200603,Urban_Arterial_200502,655,urban,200502
oregon,200603,Urban_Arterial_200502,1097,urban,200502
utah,200603,Urban_Arterial_200502,883,urban,200502
washington,200603,Urban_Arterial_200502,2354,urban,200502
wyoming,200603,Urban_Arterial_200502,112,urban,200502
connecticut,200603,All_Arterial_200502,2256,all,200502
maine,200603,All_Arterial_200502,1063,all,200502
massachusetts,200603,All_Arterial_200502,4073,all,200502
new hampshire,200603,All_Arterial_200502,946,all,200502
new jersey,200603,All_Arterial_200502,4940,all,200502
new york,200603,All_Arterial_200502,9951,all,200502
pennsylvania,200603,All_Arterial_200502,7530,all,200502
rhode island,200603,All_Arterial_200502,578,all,200502
vermont,200603,All_Arterial_200502,630,all,200502
delaware,200603,All_Arterial_200502,625,all,200502
district of columbia,200603,All_Arterial_200502,270,all,200502
florida,200603,All_Arterial_200502,15765,all,200502
georgia,200603,All_Arterial_200502,8772,all,200502
maryland,200603,All_Arterial_200502,3860,all,200502
north carolina,200603,All_Arterial_200502,7120,all,200502
south carolina,200603,All_Arterial_200502,3779,all,200502
virginia,200603,All_Arterial_200502,5730,all,200502
west virginia,200603,All_Arterial_200502,1202,all,200502
illinois,200603,All_Arterial_200502,7888,all,200502
indiana,200603,All_Arterial_200502,5298,all,200502
iowa,200603,All_Arterial_200502,2175,all,200502
kansas,200603,All_Arterial_200502,2146,all,200502
michigan,200603,All_Arterial_200502,7571,all,200502
minnesota,200603,All_Arterial_200502,4073,all,200502
missouri,200603,All_Arterial_200502,4867,all,200502
nebraska,200603,All_Arterial_200502,1337,all,200502
north dakota,200603,All_Arterial_200502,518,all,200502
ohio,200603,All_Arterial_200502,8151,all,200502
south dakota,200603,All_Arterial_200502,596,all,200502
wisconsin,200603,All_Arterial_200502,4347,all,200502
alabama,200603,All_Arterial_200502,4467,all,200502
arkansas,200603,All_Arterial_200502,2230,all,200502
kentucky,200603,All_Arterial_200502,3345,all,200502
louisiana,200603,All_Arterial_200502,3139,all,200502
mississippi,200603,All_Arterial_200502,2996,all,200502
oklahoma,200603,All_Arterial_200502,3494,all,200502
tennessee,200603,All_Arterial_200502,5316,all,200502
texas,200603,All_Arterial_200502,18024,all,200502
alaska,200603,All_Arterial_200502,323,all,200502
arizona,200603,All_Arterial_200502,4918,all,200502
california,200603,All_Arterial_200502,23430,all,200502
colorado,200603,All_Arterial_200502,3577,all,200502
hawaii,200603,All_Arterial_200502,679,all,200502
idaho,200603,All_Arterial_200502,1070,all,200502
montana,200603,All_Arterial_200502,814,all,200502
nevada,200603,All_Arterial_200502,1380,all,200502
new mexico,200603,All_Arterial_200502,1844,all,200502
oregon,200603,All_Arterial_200502,2523,all,200502
utah,200603,All_Arterial_200502,1751,all,200502
washington,200603,All_Arterial_200502,4039,all,200502
wyoming,200603,All_Arterial_200502,635,all,200502
connecticut,200607,Rural_Arterial_200506,183,rural,200506
maine,200607,Rural_Arterial_200506,581,rural,200506
massachusetts,200607,Rural_Arterial_200506,241,rural,200506
new hampshire,200607,Rural_Arterial_200506,479,rural,200506
new jersey,200607,Rural_Arterial_200506,362,rural,200506
new york,200607,Rural_Arterial_200506,1782,rural,200506
pennsylvania,200607,Rural_Arterial_200506,2247,rural,200506
rhode island,200607,Rural_Arterial_200506,58,rural,200506
vermont,200607,Rural_Arterial_200506,270,rural,200506
delaware,200607,Rural_Arterial_200506,240,rural,200506
district of columbia,200607,Rural_Arterial_200506,0,rural,200506
florida,200607,Rural_Arterial_200506,1715,rural,200506
georgia,200607,Rural_Arterial_200506,1993,rural,200506
maryland,200607,Rural_Arterial_200506,852,rural,200506
north carolina,200607,Rural_Arterial_200506,2275,rural,200506
south carolina,200607,Rural_Arterial_200506,1933,rural,200506
virginia,200607,Rural_Arterial_200506,1942,rural,200506
west virginia,200607,Rural_Arterial_200506,832,rural,200506
illinois,200607,Rural_Arterial_200506,2084,rural,200506
indiana,200607,Rural_Arterial_200506,1668,rural,200506
iowa,200607,Rural_Arterial_200506,1239,rural,200506
kansas,200607,Rural_Arterial_200506,917,rural,200506
michigan,200607,Rural_Arterial_200506,1680,rural,200506
minnesota,200607,Rural_Arterial_200506,1683,rural,200506
missouri,200607,Rural_Arterial_200506,1954,rural,200506
nebraska,200607,Rural_Arterial_200506,794,rural,200506
north dakota,200607,Rural_Arterial_200506,326,rural,200506
ohio,200607,Rural_Arterial_200506,1812,rural,200506
south dakota,200607,Rural_Arterial_200506,442,rural,200506
wisconsin,200607,Rural_Arterial_200506,1746,rural,200506
alabama,200607,Rural_Arterial_200506,1508,rural,200506
arkansas,200607,Rural_Arterial_200506,1139,rural,200506
kentucky,200607,Rural_Arterial_200506,1473,rural,200506
louisiana,200607,Rural_Arterial_200506,1161,rural,200506
mississippi,200607,Rural_Arterial_200506,1137,rural,200506
oklahoma,200607,Rural_Arterial_200506,1131,rural,200506
tennessee,200607,Rural_Arterial_200506,1784,rural,200506
texas,200607,Rural_Arterial_200506,4620,rural,200506
alaska,200607,Rural_Arterial_200506,145,rural,200506
arizona,200607,Rural_Arterial_200506,1111,rural,200506
california,200607,Rural_Arterial_200506,4310,rural,200506
colorado,200607,Rural_Arterial_200506,1009,rural,200506
hawaii,200607,Rural_Arterial_200506,168,rural,200506
idaho,200607,Rural_Arterial_200506,487,rural,200506
montana,200607,Rural_Arterial_200506,644,rural,200506
nevada,200607,Rural_Arterial_200506,388,rural,200506
new mexico,200607,Rural_Arterial_200506,793,rural,200506
oregon,200607,Rural_Arterial_200506,1032,rural,200506
utah,200607,Rural_Arterial_200506,523,rural,200506
washington,200607,Rural_Arterial_200506,951,rural,200506
wyoming,200607,Rural_Arterial_200506,450,rural,200506
connecticut,200607,Urban_Arterial_200506,1955,urban,200506
maine,200607,Urban_Arterial_200506,241,urban,200506
massachusetts,200607,Urban_Arterial_200506,3627,urban,200506
new hampshire,200607,Urban_Arterial_200506,382,urban,200506
new jersey,200607,Urban_Arterial_200506,4528,urban,200506
new york,200607,Urban_Arterial_200506,6763,urban,200506
pennsylvania,200607,Urban_Arterial_200506,4675,urban,200506
rhode island,200607,Urban_Arterial_200506,596,urban,200506
vermont,200607,Urban_Arterial_200506,112,urban,200506
delaware,200607,Urban_Arterial_200506,394,urban,200506
district of columbia,200607,Urban_Arterial_200506,242,urban,200506
florida,200607,Urban_Arterial_200506,9398,urban,200506
georgia,200607,Urban_Arterial_200506,4421,urban,200506
maryland,200607,Urban_Arterial_200506,3199,urban,200506
north carolina,200607,Urban_Arterial_200506,2972,urban,200506
south carolina,200607,Urban_Arterial_200506,1225,urban,200506
virginia,200607,Urban_Arterial_200506,3494,urban,200506
west virginia,200607,Urban_Arterial_200506,405,urban,200506
illinois,200607,Urban_Arterial_200506,5574,urban,200506
indiana,200607,Urban_Arterial_200506,2263,urban,200506
iowa,200607,Urban_Arterial_200506,819,urban,200506
kansas,200607,Urban_Arterial_200506,888,urban,200506
michigan,200607,Urban_Arterial_200506,4665,urban,200506
minnesota,200607,Urban_Arterial_200506,2010,urban,200506
missouri,200607,Urban_Arterial_200506,2228,urban,200506
nebraska,200607,Urban_Arterial_200506,517,urban,200506
north dakota,200607,Urban_Arterial_200506,123,urban,200506
ohio,200607,Urban_Arterial_200506,4693,urban,200506
south dakota,200607,Urban_Arterial_200506,160,urban,200506
wisconsin,200607,Urban_Arterial_200506,2124,urban,200506
alabama,200607,Urban_Arterial_200506,1684,urban,200506
arkansas,200607,Urban_Arterial_200506,852,urban,200506
kentucky,200607,Urban_Arterial_200506,1408,urban,200506
louisiana,200607,Urban_Arterial_200506,1699,urban,200506
mississippi,200607,Urban_Arterial_200506,948,urban,200506
oklahoma,200607,Urban_Arterial_200506,1546,urban,200506
tennessee,200607,Urban_Arterial_200506,2729,urban,200506
texas,200607,Urban_Arterial_200506,10473,urban,200506
alaska,200607,Urban_Arterial_200506,178,urban,200506
arizona,200607,Urban_Arterial_200506,2793,urban,200506
california,200607,Urban_Arterial_200506,21060,urban,200506
colorado,200607,Urban_Arterial_200506,2064,urban,200506
hawaii,200607,Urban_Arterial_200506,383,urban,200506
idaho,200607,Urban_Arterial_200506,387,urban,200506
montana,200607,Urban_Arterial_200506,178,urban,200506
nevada,200607,Urban_Arterial_200506,867,urban,200506
new mexico,200607,Urban_Arterial_200506,704,urban,200506
oregon,200607,Urban_Arterial_200506,1223,urban,200506
utah,200607,Urban_Arterial_200506,1002,urban,200506
washington,200607,Urban_Arterial_200506,2911,urban,200506
wyoming,200607,Urban_Arterial_200506,122,urban,200506
connecticut,200607,All_Arterial_200506,2772,all,200506
maine,200607,All_Arterial_200506,1363,all,200506
massachusetts,200607,All_Arterial_200506,4929,all,200506
new hampshire,200607,All_Arterial_200506,1196,all,200506
new jersey,200607,All_Arterial_200506,6362,all,200506
new york,200607,All_Arterial_200506,12230,all,200506
pennsylvania,200607,All_Arterial_200506,9535,all,200506
rhode island,200607,All_Arterial_200506,769,all,200506
vermont,200607,All_Arterial_200506,652,all,200506
delaware,200607,All_Arterial_200506,939,all,200506
district of columbia,200607,All_Arterial_200506,335,all,200506
florida,200607,All_Arterial_200506,16633,all,200506
georgia,200607,All_Arterial_200506,9522,all,200506
maryland,200607,All_Arterial_200506,5036,all,200506
north carolina,200607,All_Arterial_200506,8375,all,200506
south carolina,200607,All_Arterial_200506,4386,all,200506
virginia,200607,All_Arterial_200506,7052,all,200506
west virginia,200607,All_Arterial_200506,1802,all,200506
illinois,200607,All_Arterial_200506,10466,all,200506
indiana,200607,All_Arterial_200506,6362,all,200506
iowa,200607,All_Arterial_200506,2855,all,200506
kansas,200607,All_Arterial_200506,2471,all,200506
michigan,200607,All_Arterial_200506,8647,all,200506
minnesota,200607,All_Arterial_200506,5222,all,200506
missouri,200607,All_Arterial_200506,6072,all,200506
nebraska,200607,All_Arterial_200506,1744,all,200506
north dakota,200607,All_Arterial_200506,700,all,200506
ohio,200607,All_Arterial_200506,9908,all,200506
south dakota,200607,All_Arterial_200506,844,all,200506
wisconsin,200607,All_Arterial_200506,5475,all,200506
alabama,200607,All_Arterial_200506,5070,all,200506
arkansas,200607,All_Arterial_200506,2709,all,200506
kentucky,200607,All_Arterial_200506,4156,all,200506
louisiana,200607,All_Arterial_200506,3942,all,200506
mississippi,200607,All_Arterial_200506,3550,all,200506
